fin_year,month,state_code,state_name,district_code,district_name,Approved_Labour_Budget,Average_Wage_rate_per_day_per_person,Average_days_of_employment_provided_per_Household,Differently_abled_persons_worked,Material_and_skilled_Wages,Number_of_Completed_Works,Number_of_GPs_with_NIL_exp,Number_of_Ongoing_Works,Persondays_of_Central_Liability_so_far,SC_persondays,SC_workers_against_active_workers,ST_persondays,ST_workers_against_active_workers,Total_Adm_Expenditure,Total_Exp,Total_Households_Worked,Total_Individuals_Worked,Total_No_of_Active_Job_Cards,Total_No_of_Active_Workers,Total_No_of_HHs_completed_100_Days_of_Wage_Employment,Total_No_of_JobCards_issued,Total_No_of_Workers,Total_No_of_Works_Takenup,Wages,Women_Persondays,percent_of_Category_B_Works,percent_of_Expenditure_on_Agriculture_Allied_Works,percent_of_NRM_Expenditure,percentage_payments_gererated_within_15_days,Remarks
2024-2025,July,11,GUJARAT,1119,DANG,557718,289.220601628178,33,102,66.2612076,988,3,6925,503999,1027,92,488207,57230,85.07216,1609.0023076,14826,21949,32207,58727,20,47621,85864,7913,1457.66894,233237,80,65.2,24.64,99.97,NA
2024-2025,July,11,GUJARAT,1123,DOHAD,5718906,259.826358426816,43,3424,4869.56315220499,42297,72,65942,5360263,43893,6002,3479472,433245,239.73992,19036.679227205,124650,162671,313252,646089,744,577694,1234080,108239,13927.376155,2476917,45,79.3,11.95,99.24,NA
2024-2025,July,11,GUJARAT,1128,Botad,234896,228.762938917614,28,19,63.760265453,351,0,1437,125519,3736,1702,111,41,28.94658,379.847798753,4336,8536,19968,45298,3,52692,120022,1788,287.1409533,57365,63,4.48,66.64,99.96,NA
2024-2025,July,11,GUJARAT,1132,DEVBHUMI DWARKA,132538,217.626231007373,27,19,12.8075956,427,70,2854,49098,4285,2854,1449,641,25.88467,145.5423925,1775,2543,14362,27184,0,47979,96768,3281,106.8501269,19885,77,35.39,30.55,99.66,NA
2024-2025,July,11,GUJARAT,1104,BHAVNAGAR,322743,232.904892597692,43,75,112.792875274,261,176,2575,536022,23018,3372,2635,371,85.72735,1446.941688674,12323,26095,34921,79268,162,94078,215057,2836,1248.4214634,258384,67,6.92,78.92,99.51,NA
2024-2025,July,11,GUJARAT,1107,KACHCHH,611896,211.334715223753,32,9,26.827667045,545,264,2984,196154,12360,4619,534,166,97.05723,538.426394345,6066,8169,37990,63960,7,86103,137687,3529,414.5414973,92756,77,17.59,63.07,99.69,NA
2024-2025,July,11,GUJARAT,1116,BHARUCH,246013,246.14107904254,27,16,71.562004865,957,151,6428,142126,4315,1770,97988,36966,61.30809,482.700564865,5179,7120,23077,48063,16,121895,244278,7385,349.83047,66240,64,5.19,2.75,99.87,NA
2024-2025,July,11,GUJARAT,1128,Botad,234896,228.0229977497,28,19,63.760265453,351,0,1441,125761,3736,1702,111,41,28.94658,379.470847653,4340,8540,19971,45303,3,52696,120031,1792,286.7640022,57457,63,4.47,66.51,99.69,NA
2024-2025,July,11,GUJARAT,1129,Chhotaudepur,871415,255.796248919113,35,137,79.9544671,4478,0,5743,409386,8897,2580,322823,105906,99.34601,1226.4945087,11509,14719,64280,125034,24,217688,434793,10221,1047.1940316,154368,76,18.78,12.17,99.89,NA
2024-2025,May,11,GUJARAT,1114,PANCH MAHALS,864121,251.002527930952,22,88,0,2287,87,43046,521375,17678,9129,66664,46248,0,1308.66443,23382,31765,129292,243179,0,269170,483469,45333,1308.66443,234090,59,62.57,13.21,99.81,NA
2024-2025,May,11,GUJARAT,1118,VALSAD,228000,231.69200950514,15,1,0,1411,1,9221,158651,1333,1151,134859,108028,0,367.58169,10454,12567,55226,120449,0,221533,459071,10632,367.58169,95213,88,14.75,20.38,99.8,NA
2024-2025,May,11,GUJARAT,1123,DOHAD,3299544,281.376873423315,20,2122,0,16548,3,84496,1538830,15304,5951,978630,425188,0,4329.9117413,74605,94200,308248,635484,4,573956,1226678,101044,4329.9117413,717818,43,90.76,5.07,98.72,NA
2024-2025,May,11,GUJARAT,1131,GIR SOMNATH,179166,232.513018242123,18,11,0,287,177,1980,24120,2976,5938,446,753,0,56.08214,1308,2233,22824,53984,0,47390,107084,2267,56.08214,12897,65,5.01,44.95,98.73,NA
2024-2025,May,11,GUJARAT,1133,MAHISAGAR,465857,210.53000450676,17,127,0,547,117,7128,79880,2190,6548,30271,62093,0,168.1713676,4533,6444,74489,159902,0,158146,332745,7675,168.1713676,33049,67,15.77,25.54,99.8,NA
2022-2023,Aug,11,GUJARAT,1103,SURENDRANAGAR,640030,205.014966166319,37,59,1164.027494289,421,118,5577,643885,24126,5065,4150,762,51.97421,2536.062319189,17288,31591,45056,81882,118,104395,224196,5998,1320.0606149,255578,61,71,67.54,101.72,NA
2022-2023,Aug,11,GUJARAT,1111,GANDHINAGAR,103909,221.474268522001,25,5,861.497302777,559,89,2248,103701,1929,635,0,19,31.07104,1122.239373977,3993,5091,12651,18310,2,43691,76835,2807,229.6710312,37926,57,56.33,58.49,100.9,NA
2022-2023,Aug,11,GUJARAT,1114,PANCH MAHALS,1630231,220.581580579685,36,144,12447.0512099795,2343,22,64731,1630231,66344,9863,275092,47747,771.85951,16814.9000268795,45160,64578,130775,246783,149,266534,509145,67074,3595.9893069,696949,71,60.04,49.11,100.46,NA
2022-2023,Aug,11,GUJARAT,1117,SURAT,865393,223.595901284156,29,60,1512.47647811197,2831,127,14075,865393,8805,1664,781285,149815,80.413,3527.87275611197,29466,40685,64394,158518,92,185316,403522,16906,1934.983278,413004,81,94.73,70.5,100.69,NA
2022-2023,Aug,11,GUJARAT,1118,VALSAD,525407,225.133997072746,22,3,1304.63437648598,3322,1,10501,525407,4137,1123,465812,105443,64.32432,2551.82847648598,23122,29470,54091,118283,16,217413,467305,13823,1182.86978,321016,76,70.93,61.15,100,NA
2022-2023,Aug,11,GUJARAT,1122,ANAND,326715,183.186276848843,30,20,126.667029383,317,8,4387,328273,17494,3644,5925,807,45.35645,773.374565983002,10914,16969,28394,49570,35,203071,385603,4704,601.351086600002,177846,76,94.73,78.13,100.25,NA
2022-2023,Aug,11,GUJARAT,1126,TAPI,1519610,213.062181546581,28,741,4053.66687962101,3001,0,13165,1519610,10607,1649,1438944,210594,56.27643,7347.65752662101,52951,75580,100398,220757,229,199877,431479,16166,3237.714217,842805,67,59.49,60.86,100.46,NA
2022-2023,Aug,11,GUJARAT,1133,MAHISAGAR,1647323,163.850481860571,37,788,1012.108352476,1035,16,11381,1647323,60894,6844,603512,62522,57.75397,3769.00899577601,43710,72751,76278,162604,234,156921,347566,12416,2699.14667330001,710956,71,78.99,75.92,100.62,NA
2023-2024,Aug,11,GUJARAT,1103,SURENDRANAGAR,569842,208.318384484072,42,46,246.27893565,1076,83,5448,516089,23485,5049,5591,699,63.47561,1384.86281295,12127,19524,44015,80294,113,86984,155106,6524,1075.1082673,189194,61,19.85,19.89,101.6,NA
2023-2024,Aug,11,GUJARAT,1115,VADODARA,149870,215.042159297686,38,9,112.304418595,294,149,5438,156625,12546,2996,48037,8936,55.64801,504.762210595,4095,5413,20800,38860,3,125046,236632,5732,336.809782,60307,68,21.25,0.45,100.01,NA
2023-2024,Aug,11,GUJARAT,1117,SURAT,613570,241.870832611105,35,65,1889.50345153601,2033,5,18347,1240375,11342,1874,1144189,161545,102.33799,4991.94678153601,34831,49032,69376,171263,173,186252,404058,20380,3000.10534,583063,81,7.98,31.18,99.98,NA
2023-2024,Aug,11,GUJARAT,1123,DOHAD,6196584,210.318681056725,44,4073,15547.4689873961,12271,0,99503,6754339,58376,6502,4597929,465274,421.57926,30174.6849462961,150098,214015,335608,691593,2310,565820,1219046,111774,14205.6366989,3168166,41,37.44,39.75,99.88,NA
2023-2024,Aug,11,GUJARAT,1125,NAVSARI  ,520735,227.53259030831,25,79,661.859678466999,2614,0,12993,877494,8636,868,575290,77283,102.21251,2760.657016467,33983,37977,68806,106418,20,138563,207868,15607,1996.584828,621662,84,45.24,14.34,100.21,NA
2023-2024,Aug,11,GUJARAT,1130,ARVALLI,1563687,203.049510137249,49,532,2947.32922975301,467,1,14996,1885916,70847,7886,527722,48564,82.27359,6858.94601935301,38211,60675,78881,157804,1857,144781,296768,15463,3829.3431996,925067,75,4.35,54.95,99.96,NA
2023-2024,Aug,11,GUJARAT,1133,MAHISAGAR,1255255,195.294688791271,39,661,745.3541264,2650,12,9651,1334683,42539,7082,562545,66280,119.9822,3471.9013376,33537,53689,79826,170627,288,157612,339299,12301,2606.5650112,578773,74,11.62,46.23,100.04,NA
2022-2023,Oct,11,GUJARAT,1106,JUNAGADH,668653,190.623291970378,48,430,709.432460776,998,23,5530,670729,139037,19809,33407,4351,90.21702,2078.215180776,13884,31801,33047,80113,227,113882,308362,6528,1278.5657,299506,80,62.09,53.45,100.62,NA
2022-2023,Oct,11,GUJARAT,1123,DOHAD,7634931,222.023425818611,46,5926,9782.23613666895,17601,1,87138,7614329,60938,5970,4795711,414596,418.85135,27106.681585569,164244,246865,298243,619306,1138,552053,1263922,104739,16905.5940989,3579754,38,79.67,79.6,99.76,NA
2022-2023,Oct,11,GUJARAT,1128,Botad,435874,185.973271623837,37,88,112.261798564,733,12,2036,476858,13208,1714,484,34,48.03401,1047.124232164,12762,29983,22205,49006,26,55787,156553,2769,886.828423599997,225439,75,83.61,74.73,99.94,NA
2022-2023,Oct,11,GUJARAT,1130,ARVALLI,1742934,187.230651352334,44,633,1666.065369976,1508,0,2654,1774155,58559,7739,474967,46713,99.18133,5087.008662476,40292,66772,76229,151090,1040,141945,301492,4162,3321.7619625,831754,57,83.86,78.7,100.1,NA
2022-2023,Oct,11,GUJARAT,1131,GIR SOMNATH,463759,215.601295633053,36,183,196.406483458,271,17,2247,464329,45958,5540,5013,705,78.6842,1276.190023458,12561,29758,21929,50625,31,49986,131247,2518,1001.09934,257172,68,28.54,69.25,127.12,NA
2024-2025,July,11,GUJARAT,1101,JAMNAGAR,334973,235.946871572688,41,15,133.319472,322,155,2211,220654,38136,5117,2127,203,40.69138,694.637062,5355,9040,20571,37486,38,46644,87682,2533,520.62621,95493,46,13.09,51.67,98.93,NA
2024-2025,July,11,GUJARAT,1103,SURENDRANAGAR,415277,245.285353464038,37,29,242.57710254,1082,53,3860,355510,18901,4354,3191,731,74.21415,1188.80521264,9605,15010,40200,73455,31,91751,157909,4942,872.0139601,130101,63,21.02,24.61,99.92,NA
2024-2025,July,11,GUJARAT,1108,BANAS KANTHA,907784,225.577365600877,35,349,652.252410724,3353,71,5580,901773,232171,33526,110234,16411,196.32562,2882.773807824,25688,34169,74803,136065,112,177724,317697,8933,2034.1957771,519110,67,12.22,58.59,99.93,NA
2024-2025,July,11,GUJARAT,1113,KHEDA,280157,216.953701763763,32,8,61.459563136,1399,19,7393,224520,2317,1468,754,369,63.7866,612.350614336001,6836,8851,33904,68010,13,138854,281050,8792,487.104451200001,75645,83,48.96,9.88,99.84,NA
2024-2025,July,11,GUJARAT,1117,SURAT,599999,269.369153621657,34,40,697.734393015998,5461,20,10910,806247,6235,1646,736571,150957,96.58119,2966.096303016,23188,31863,63849,159907,236,187691,404811,16371,2171.78072,378459,76,6.51,58.83,98.99,NA
2024-2025,July,11,GUJARAT,1119,DANG,557718,289.218859737058,33,102,66.2612076,956,3,6956,503761,1027,92,488009,57230,85.07216,1608.3051876,14825,21947,32207,58727,20,47621,85864,7912,1456.97182,233113,80,65.18,24.64,99.97,NA
2024-2025,July,11,GUJARAT,1120,PATAN,516226,207.954064069668,33,166,275.7213332,3118,20,5945,394789,37293,10095,7106,1927,83.93277,1180.6338732,11636,18652,37886,98186,65,220478,512000,9063,820.97977,152217,85,28.97,34.73,99.32,NA
2024-2025,July,11,GUJARAT,1124,NARMADA,1603082,243.75949883178,24,729,1114.213799207,3295,0,12010,1393145,20004,3542,1280651,170711,94.3006,4604.437669207,56022,87619,90042,187776,95,110701,219288,15305,3395.92327,771396,69,30.98,31.91,99.92,NA
2024-2025,July,11,GUJARAT,1129,Chhotaudepur,871415,256.461623922612,35,137,79.9544671,4372,0,5825,407815,8856,2580,321688,105881,99.34601,1225.1894487,11488,14686,64264,124995,24,217639,434704,10197,1045.8889716,153883,76,18.86,12.21,100.01,NA
2024-2025,July,11,GUJARAT,1133,MAHISAGAR,762138,196.36760907222,35,536,325.843785064,2352,10,6510,890190,28270,6650,342027,63745,62.30284,2136.19144426399,25225,38049,75877,163464,52,158476,334159,8862,1748.04481919999,377533,69,12.69,57.57,99.91,NA
2024-2025,July,11,GUJARAT,1126,TAPI,813452,229.342296846461,24,259,238.133164876,2964,7,9948,511362,3811,1723,488028,201868,84.94724,1495.849760876,20752,27890,95181,211857,21,201651,413900,12912,1172.769356,278398,80,19.08,39.81,99.26,NA
2024-2025,July,11,GUJARAT,1108,BANAS KANTHA,907784,236.457043103705,34,330,652.252410724,3242,71,5627,839255,212147,33453,105724,16418,196.32562,2833.055587824,24650,32775,74662,135841,75,177626,317495,8869,1984.4775571,480076,67,12.36,58.05,99.99,NA
2024-2025,July,11,GUJARAT,1119,DANG,557718,288.971795724645,33,101,66.2612076,853,3,7039,502087,1015,92,486345,57233,85.07216,1602.2231876,14817,21929,32208,58730,19,47620,85861,7892,1450.88982,232340,80,65.38,24.65,99.97,NA
2024-2025,July,11,GUJARAT,1120,PATAN,516226,208.612630429099,33,166,275.7213332,2643,21,6393,386321,36410,10096,7079,1922,83.93277,1165.5685032,11544,18499,37859,98112,48,220468,511989,9036,805.9144,149032,85,29.08,34.73,99.94,NA
2024-2025,July,11,GUJARAT,1129,Chhotaudepur,871415,256.572714878853,35,136,79.9544671,4318,0,5855,400051,8640,2580,314772,105767,99.34601,1205.7221887,11323,14459,64216,124877,24,217601,434619,10173,1026.4217116,151062,76,18.66,12.4,100.09,NA
2024-2025,July,11,GUJARAT,1108,BANAS KANTHA,907784,233.024630270527,34,329,652.252410724,3216,77,5643,832744,209281,33428,104816,16420,196.32562,2789.076657824,24475,32501,74641,135807,75,177601,317487,8859,1940.4986271,476433,67,12.42,57.93,99.99,NA
2024-2025,July,11,GUJARAT,1109,SABAR KANTHA,967497,234.33142505312,32,105,418.3605064,1481,9,6563,766196,131669,24550,262873,57236,111.99377,2325.7922819,23564,33584,67557,144616,63,157888,317086,8044,1795.4380055,426695,78,9.24,70.84,99.31,NA
2024-2025,July,11,GUJARAT,1115,VADODARA,125534,268.338017461448,33,9,14.1718826,960,44,3454,124961,7912,2654,29232,8182,60.96061,410.4503626,3714,4805,17726,33425,21,126406,238453,4414,335.31787,52867,70,51.28,1.89,99.8,NA
2024-2025,July,11,GUJARAT,1117,SURAT,599999,274.874766494711,34,37,697.734393015998,5271,21,10828,776749,6028,1643,708421,150507,96.58119,2929.402583016,22726,31266,63666,159445,227,187673,404739,16099,2135.087,366133,76,6.25,59.96,99.99,NA
2024-2025,July,11,GUJARAT,1118,VALSAD,384000,247.522665669116,27,2,242.86275115799,3701,0,8960,489198,4283,1195,427285,111202,99.54173,1553.28041115799,18111,22968,56722,123911,11,221598,459651,12661,1210.87593,278116,90,19.24,16.18,100,NA
2024-2025,July,11,GUJARAT,1128,Botad,234896,228.149080723321,28,19,63.760265453,348,0,1413,122988,3450,1698,111,41,28.94658,373.302836852998,4288,8445,19946,45242,3,52674,119991,1761,280.595991399998,56393,62,3.86,69.74,99.98,NA
2024-2025,Nov,11,GUJARAT,1103,SURENDRANAGAR,558760,248.805113753686,39,35,425.1472256,2510,12,3549,458139,24452,4432,4375,819,145.78362,1710.8041057,11494,17768,40796,74609,151,92128,158832,6059,1139.8732601,166296,69,21.21,20.58,99.98,NA
2024-2025,Nov,11,GUJARAT,1107,KACHCHH,691499,221.935969048574,36,14,64.608661745,1046,150,3094,304154,20443,4664,607,162,213.1091,952.744889045,8225,10906,38282,64358,81,86293,137908,4140,675.0271273,155524,79,20.11,53.34,99.93,NA
2024-2025,Nov,11,GUJARAT,1114,PANCH MAHALS,2922092,262.997326099318,48,285,9656.35956391496,17926,17,34534,2917513,90574,9353,471224,47804,332.1096,17661.450342515,59706,82680,134531,250959,467,273586,488325,52460,7672.9811786,1277840,60,40.94,22.61,99.95,NA
2024-2025,Nov,11,GUJARAT,1117,SURAT,774996,272.116794149978,40,59,3745.12647165299,8677,6,10425,1090731,11129,1689,1002937,153374,208.23275,6921.42145165299,27191,37319,64888,162557,333,188327,406587,19102,2968.06223,501606,75,8.98,52.53,99.89,NA
2024-2025,Nov,11,GUJARAT,1121,PORBANDAR,160211,190.461865892184,48,3,96.285832496,620,12,852,196260,54914,4946,10486,1023,63.82642,533.912710496,4041,6079,9407,21175,94,34240,73751,1472,373.800458,116260,60,11.93,56.9,100,NA
2024-2025,Nov,11,GUJARAT,1104,BHAVNAGAR,435141,235.189266472733,44,85,197.482385374,1435,62,1847,578547,26237,3430,2778,372,165.38554,1723.548370874,13053,27386,35215,79878,176,94243,215293,3282,1360.6804455,276557,70,8.13,69.68,99.97,NA
2024-2025,Nov,11,GUJARAT,1106,JUNAGADH,557709,220.114688152886,35,168,331.6575641,1968,42,1828,250331,55540,18069,12105,4435,129.35299,1012.0258541,7046,12833,34286,84619,21,115401,292356,3796,551.0153,101377,75,10.56,37.01,100,NA
2024-2025,Nov,11,GUJARAT,1111,GANDHINAGAR,274969,252.692811564581,34,6,269.050319105,872,2,1425,165367,3810,595,96,12,103.1242,790.045040805,4815,5676,14084,19531,60,35514,48393,2297,417.8705217,66533,51,58.21,13.35,101.42,NA
2024-2025,Nov,11,GUJARAT,1112,AHMADABAD,353543,212.830369541816,51,71,87.176296856,1137,63,2418,343750,13710,3276,7187,674,114.29145,933.072142155993,6643,11302,17308,33961,22,73704,148444,3555,731.604395299993,143361,73,12.64,51.28,99.82,NA
2024-2025,Nov,11,GUJARAT,1114,PANCH MAHALS,2922092,263.108432795949,49,288,9711.84020811496,19370,17,32901,2959085,92447,9358,475953,47834,332.1096,17829.551976715,60273,83494,134660,251269,490,275121,490922,52271,7785.6021686,1296274,58,36.56,27.34,99.95,NA
2024-2025,Nov,11,GUJARAT,1122,ANAND,431781,231.887168774793,35,22,284.649894504,1746,0,1730,296709,13556,3035,5563,652,134.09296,1106.772954104,8425,11490,25412,43223,51,42546,69242,3476,688.0300996,151420,75,52.2,13.84,100,NA
2024-2025,Nov,11,GUJARAT,1123,DOHAD,8249441,261.841266306444,50,3851,13126.126856184,75339,72,64303,7170018,58617,6092,4660902,440469,496.36634,32396.559121784,142580,186560,317837,656111,3254,583018,1243514,139642,18774.0659256,3291611,56,72.11,15.18,99.6,NA
2024-2025,Nov,11,GUJARAT,1126,TAPI,1121840,234.991982023733,27,301,396.516899876,6528,1,8731,684013,5915,1759,651865,203601,177.62651,2181.519115876,24936,34084,95922,213708,78,201890,414610,15259,1607.375706,362132,81,23.32,27.08,98.67,NA
2024-2025,Nov,11,GUJARAT,1129,Chhotaudepur,1208784,257.159686987281,39,183,140.4259715,6086,16,6066,648504,14234,2686,517519,109006,217.84466,2025.961488,16411,21554,65750,128605,111,219197,438233,12152,1667.6908565,243715,78,15.96,9.35,99.95,NA
2024-2025,Nov,11,GUJARAT,1101,JAMNAGAR,445918,244.448511978485,42,21,305.3095336,1116,53,1721,282590,45618,5144,2350,202,80.34206,1076.4386436,6578,10665,20808,37689,58,46816,87689,2837,690.78705,113078,48,15.01,37.81,99.99,NA
2024-2025,Nov,11,GUJARAT,1112,AHMADABAD,353543,212.315810241921,51,71,87.176296856,1137,63,2405,342299,13612,3276,7187,674,114.29145,928.222642155993,6616,11273,17300,33950,22,73700,148439,3542,726.754895299993,142881,73,12.56,51.48,99.82,NA
2024-2025,Nov,11,GUJARAT,1133,MAHISAGAR,1138261,203.338257413805,37,581,745.423793136,5774,7,5584,1056711,35968,6728,421746,64605,149.49732,3043.618846436,28281,42590,76498,164829,118,158502,334403,11358,2148.6977333,442647,76,13.73,45.38,100,NA
2024-2025,Nov,11,GUJARAT,1104,BHAVNAGAR,435141,235.187422316531,44,85,197.482385374,1435,62,1841,578244,26207,3430,2778,372,165.38554,1722.825083674,13043,27372,35211,79867,176,94241,215284,3276,1359.9571583,276425,70,8.13,69.71,99.97,NA
2024-2025,Nov,11,GUJARAT,1108,BANAS KANTHA,1696535,236.408111558763,46,479,966.147349467,4961,48,5313,1624525,439972,34856,191318,17117,379.8113,5186.467523767,35274,48310,77761,141592,331,179807,321601,10274,3840.5088743,922238,69,13.96,54.32,99.99,NA
2024-2025,Nov,11,GUJARAT,1114,PANCH MAHALS,2922092,263.286191391754,49,287,9656.35956391496,19327,17,32585,2954725,92339,9358,475427,47830,332.1096,17767.852082515,60280,83497,134650,251238,492,274956,490664,51912,7779.3829186,1294676,58,38.91,25.08,99.95,NA
2024-2025,Nov,11,GUJARAT,1119,DANG,763313,285.98537965614,39,118,111.1521642,3385,0,5461,685278,1435,92,663655,57906,147.26894,2218.2159942,17358,25953,32529,59448,62,47970,86623,8846,1959.79489,315043,81,65.43,20.78,99.98,NA
2024-2025,Nov,11,GUJARAT,1122,ANAND,431781,231.648029733715,35,22,284.649894504,1724,0,1746,294346,13496,3063,5563,652,134.09296,1100.589564104,8399,11442,25427,43276,50,42791,69661,3470,681.8467096,150591,75,52.24,14.01,100,NA
2024-2025,Nov,11,GUJARAT,1128,Botad,306679,236.42452000979,31,33,160.362886653,1125,0,1179,163420,6311,1761,111,41,59.72535,606.453187252999,5153,9958,20207,45923,5,53108,120968,2304,386.364950599999,71741,66,12.93,47.61,99.94,NA
2024-2025,Nov,11,GUJARAT,1129,Chhotaudepur,1208784,258.484575889189,39,179,140.4259715,6071,16,5934,638925,14029,2683,508866,108824,217.84466,2009.793208,16177,21247,65659,128405,111,219151,438100,12005,1651.5225765,240432,78,16.03,9.44,99.95,NA
2024-2025,Nov,11,GUJARAT,1131,GIR SOMNATH,389115,248.392519998129,33,36,312.089926416,1328,8,1388,213770,32108,6084,3936,798,125.30348,968.382096416,6469,12560,23547,56517,32,48523,110560,2716,530.98869,112435,70,14.13,41.19,99.99,NA
2024-2025,Nov,11,GUJARAT,1132,DEVBHUMI DWARKA,221668,244.327963135096,35,22,30.690369,1141,16,2739,114038,8251,2915,2552,651,42.51976,351.8368516,3239,4576,15043,28349,2,48461,97485,3880,278.6267226,37769,80,56.8,11.5,99.93,NA
2024-2025,Nov,11,GUJARAT,1133,MAHISAGAR,1138261,203.408089502377,37,577,745.423793136,5714,7,5608,1055458,35948,6728,421231,64605,149.49732,3041.808066436,28265,42565,76495,164820,117,158494,334384,11322,2146.8869533,442166,76,13.75,45.44,100,NA
2024-2025,Nov,11,GUJARAT,1108,BANAS KANTHA,1696535,236.286740080947,46,479,966.147349467,4949,48,5322,1624525,439972,34856,191318,17116,379.8113,5184.495813767,35274,48310,77761,141591,331,179746,321503,10271,3838.5371643,922238,69,13.96,54.32,99.99,NA
2024-2025,Nov,11,GUJARAT,1114,PANCH MAHALS,2922092,263.284505543714,49,287,9656.35956391496,19217,17,32377,2954427,92338,9358,475202,47827,332.1096,17767.017682515,60264,83472,134648,251203,479,274556,489930,51594,7778.5485186,1294558,59,40.73,22.76,99.95,NA
2024-2025,Nov,11,GUJARAT,1117,SURAT,774996,272.052816547846,40,59,3745.12647165299,10032,6,8838,1095490,11158,1689,1007453,153447,208.23275,6933.67062165299,27238,37390,64911,162634,345,188410,406876,18870,2980.3114,503931,74,9.23,52.24,99.97,NA
2024-2025,Nov,11,GUJARAT,1124,NARMADA,2170839,245.407203128782,29,878,3460.206565058,6981,0,12344,1817960,34093,3595,1642787,168727,189.6566,8111.267955058,61701,97614,90451,185931,380,110448,216133,19325,4461.40479,973096,72,22.37,20.6,100.03,NA
2024-2025,Nov,11,GUJARAT,1130,ARVALLI,2199185,218.102330713795,49,569,1324.416551122,11164,19,4762,2389607,100920,7499,662198,49981,185.46433,6721.669443022,48343,73353,79100,160625,1350,149554,296568,15926,5211.7885619,1152336,76,5.79,49.37,99.93,NA
2024-2025,Nov,11,GUJARAT,1132,DEVBHUMI DWARKA,221668,244.05028690491,34,22,30.690369,1141,16,2735,112546,8233,2915,2520,651,42.51976,347.8789649,3232,4565,15036,28335,2,48461,97485,3876,274.6688359,37602,80,56.82,11.65,99.93,NA
2024-2025,Oct,11,GUJARAT,1107,KACHCHH,674043,220.270792361413,36,13,64.608661745,1019,184,3005,285236,18747,4651,592,164,192.86449,885.764749045,7885,10445,38216,64234,70,86256,137844,4024,628.2915973,145625,79,21.01,58.69,99.84,NA
2024-2025,Oct,11,GUJARAT,1114,PANCH MAHALS,2535512,261.12976692614,48,278,9656.35956391496,15862,17,35467,2740805,84738,9311,436114,47528,296.41854,17109.835812315,57031,78951,133859,249732,376,273384,487991,51329,7157.0577084,1203143,60,41.69,22.83,99.91,NA
2024-2025,Oct,11,GUJARAT,1116,BHARUCH,339325,246.908013882316,29,20,1789.94674697601,2297,26,5682,190170,6046,1785,134471,37735,112.01519,2371.50690697601,6353,8643,23524,49037,24,122529,245624,7979,469.54497,86976,63,8.32,2.4,99.96,NA
2024-2025,Oct,11,GUJARAT,1117,SURAT,712496,271.427147897624,39,55,3745.12647165299,8028,8,10573,1049503,10706,1689,964410,152956,187.04777,6780.81030165299,26596,36439,64683,162081,305,188238,406364,18601,2848.63606,483350,75,8.95,52.98,99.9,NA
2024-2025,Oct,11,GUJARAT,1119,DANG,704837,285.885562675667,38,117,111.0667212,2144,0,6566,657137,1428,92,636194,57699,136.76122,2126.4877512,16914,25263,32431,59241,58,47905,86480,8710,1878.65981,302713,81,64.55,22.17,99.97,NA
2024-2025,Oct,11,GUJARAT,1123,DOHAD,7644320,260.99450423772,48,3763,12312.537138084,61627,72,71016,6800709,55425,6058,4432885,438926,442.23073,30504.244607284,138985,181853,316722,653918,2579,581445,1241231,132643,17749.4767392,3127971,55,73.04,15.11,99.46,NA
2024-2025,Oct,11,GUJARAT,1126,TAPI,1004865,235.026979516414,26,292,396.516899876,5393,2,8908,635875,5458,1730,605827,202917,156.52026,2047.514965876,23850,32407,95660,212976,66,201874,414415,14301,1494.477806,339416,81,22.62,29.04,98.52,NA
2024-2025,Oct,11,GUJARAT,1128,Botad,289391,233.66118947915,30,33,160.017056653,1032,0,1147,152117,5334,1719,111,41,53.11684,568.572288252999,4917,9559,20109,45693,5,53065,120830,2179,355.438391599999,67389,65,10.63,50.86,99.96,NA
2024-2025,Oct,11,GUJARAT,1129,Chhotaudepur,1097198,255.316906617773,38,145,140.4259715,5781,24,5854,553585,12768,2656,433238,107683,192.93104,1746.753109,14470,18730,65139,127153,90,218555,436800,11635,1413.3960975,207849,78,16.54,9.85,99.97,NA
2024-2025,Oct,11,GUJARAT,1130,ARVALLI,2107684,216.924395513108,49,567,1323.677071122,10377,19,5802,2352185,99172,7462,646279,49606,165.32292,6591.463083722,47878,72631,78842,159932,1321,149364,296181,16179,5102.4630926,1136612,77,5.67,50.31,99.91,NA
2024-2025,Oct,11,GUJARAT,1101,JAMNAGAR,421004,243.544054154303,42,21,299.1290184,1009,58,1752,269600,44319,5128,2320,201,71.43401,1027.1577984,6406,10431,20743,37589,58,46706,87560,2761,656.59477,109445,47,14.85,39.89,99.92,NA
2024-2025,Oct,11,GUJARAT,1102,RAJKOT,437026,232.298466568649,36,37,167.587664258,1278,1,1799,188401,23017,3046,575,124,101.38791,706.628208258,5145,9217,15487,39825,59,104895,285172,3077,437.652634,85123,64,32.14,38.48,99.66,NA
2024-2025,Oct,11,GUJARAT,1103,SURENDRANAGAR,518962,247.69921015185,39,35,425.1472256,2437,13,3509,449061,23930,4417,4011,778,127.13139,1664.5991657,11267,17470,40714,74456,150,92124,158821,5946,1112.3205501,163696,68,21.09,21.06,99.97,NA
