fin_year,month,state_code,state_name,district_code,district_name,Approved_Labour_Budget,Average_Wage_rate_per_day_per_person,Average_days_of_employment_provided_per_Household,Differently_abled_persons_worked,Material_and_skilled_Wages,Number_of_Completed_Works,Number_of_GPs_with_NIL_exp,Number_of_Ongoing_Works,Persondays_of_Central_Liability_so_far,SC_persondays,SC_workers_against_active_workers,ST_persondays,ST_workers_against_active_workers,Total_Adm_Expenditure,Total_Exp,Total_Households_Worked,Total_Individuals_Worked,Total_No_of_Active_Job_Cards,Total_No_of_Active_Workers,Total_No_of_HHs_completed_100_Days_of_Wage_Employment,Total_No_of_JobCards_issued,Total_No_of_Workers,Total_No_of_Works_Takenup,Wages,Women_Persondays,percent_of_Category_B_Works,percent_of_Expenditure_on_Agriculture_Allied_Works,percent_of_NRM_Expenditure,percentage_payments_gererated_within_15_days,Remarks
2025-2026,April,11,GUJARAT,1125,NAVSARI  ,156574,233.13625961236,8,22,2.12035,851,76,5601,92199,760,755,42357,69064,20.31475,237.3844,10914,11707,60956,95747,0,142214,209667,6452,214.9493,73655,80,70.06,73.4,100.01,NA
2025-2026,April,11,GUJARAT,1129,Chhotaudepur,177088,300.581704729258,16,121,0,566,69,11828,269556,3261,2764,225930,112433,33.95803,844.19405,16445,21837,67175,132604,0,260207,504735,12394,810.23602,112614,75,40.64,55.42,100,NA
2025-2026,April,11,GUJARAT,1131,GIR SOMNATH,67282,248.064626519294,22,6,1.94191,127,208,1893,25423,3150,5605,664,713,11.25328,76.26066,1153,2022,20391,51422,0,52821,118904,2020,63.06547,12642,81,40.89,66.97,100,NA
2025-2026,May,11,GUJARAT,1106,JUNAGADH,171247,269.153897163844,25,9,0.25473,120,257,2066,19604,2935,15003,567,3789,12.84355,65.86321,768,1371,28744,73083,0,119316,301221,2186,52.76493,7776,82,5.77,1.62,100,NA
2025-2026,May,11,GUJARAT,1130,ARVALLI,1010704,195.181124147076,12,174,0.55461,109,101,7097,227746,7540,6816,58796,45992,24.89897,469.970783,17979,24543,74055,152475,0,157312,309908,7206,444.517203,112910,70,49.25,60.28,100,NA
2025-2026,May,11,GUJARAT,1104,BHAVNAGAR,194603,271.693141632311,24,28,0,222,315,2128,115701,2607,2994,525,341,17.95021,332.3018918,4739,9619,29372,70935,1,105219,236682,2350,314.3516818,56479,70,48.84,79.74,100,NA
2025-2026,May,11,GUJARAT,1106,JUNAGADH,171247,247.08291165684,23,9,0.25473,120,256,2077,21541,3162,15003,613,3795,12.84355,66.32241,899,1616,28758,73130,0,119316,301221,2197,53.22413,8628,82,5.31,1.85,100,NA
2025-2026,May,11,GUJARAT,1110,MAHESANA,265999,274.761820916327,17,9,2.90286,286,341,3544,27261,1512,4048,45,82,13.00014,90.80582,1545,1879,27259,43509,0,116007,177711,3830,74.90282,9179,71,24.66,31.17,100,NA
2025-2026,May,11,GUJARAT,1122,ANAND,162126,292.217892056634,15,3,4.14806,166,141,2005,25921,588,2430,272,570,14.22759,94.1214498,1667,2074,22091,38151,0,60197,92093,2171,75.7457998,12506,82,16.1,16.45,100,NA
2025-2026,April,11,GUJARAT,1105,AMRELI,81608,278.70981229428,22,8,1.72644,150,399,2202,22482,3710,10083,200,224,9.75791,74.14389,984,1891,19776,56978,0,118415,306918,2352,62.65954,10840,59,62.41,59.38,100,NA
2025-2026,April,11,GUJARAT,1112,AHMADABAD,72332,203.452871117386,23,3,0,42,355,2196,19832,241,2731,142,628,13.3869,53.7356734,836,1401,15388,30988,0,82476,159701,2238,40.3487734,7994,66,31.64,81.35,100,NA
2025-2026,April,11,GUJARAT,1115,VADODARA,49945,401.569617665099,17,1,0.49009,260,367,2749,14673,535,2273,1458,7577,10.94767,70.36007,833,1056,16131,31437,0,137369,254467,3009,58.92231,6585,72,17.56,17.56,100,NA
2025-2026,April,11,GUJARAT,1117,SURAT,164148,282.037748838277,18,9,0,2325,237,10579,122017,789,1539,116659,146633,37.11907,381.25307,6631,9151,61273,155365,0,195656,425420,12904,344.134,57294,79,10.23,27.18,100,NA
2025-2026,April,11,GUJARAT,1118,VALSAD,185282,289.057125687117,10,3,0,639,46,5832,56577,453,1229,47524,103806,24.40135,187.9412,5205,6127,52379,116452,0,232775,485601,6471,163.53985,32468,90,21.53,46.07,100,NA
2025-2026,April,11,GUJARAT,1128,Botad,67509,345.299532020618,19,2,0.38151,92,56,1403,26967,1181,1625,0,41,12.58638,106.0848148,1393,2561,17542,41726,0,55484,127009,1495,93.1169248,11798,73,4.49,42.93,100,NA
2025-2026,April,11,GUJARAT,1101,JAMNAGAR,81655,272.081822227167,14,1,3.14955,25,320,1301,17978,1914,4648,70,171,10.16797,62.23239,1279,1867,17308,32154,0,51120,93577,1326,48.91487,7187,39,36.22,58.92,100,NA
2025-2026,April,11,GUJARAT,1119,DANG,249870,346.125765376197,20,49,0,61,15,4937,225706,384,94,216614,57437,20.93375,802.16037,10810,16294,31683,59058,0,53772,98378,4998,781.22662,106667,82,91.81,97.42,100,NA
2025-2026,April,11,GUJARAT,1127,Morbi,35865,293.148954672298,16,0,0.63858,41,218,860,13259,654,1120,61,12,6.93952,46.4467199,803,1184,6231,12392,0,41273,80098,901,38.8686199,4944,63,28.98,31.13,100,NA
2025-2026,May,11,GUJARAT,1106,JUNAGADH,171247,267.351760627623,23,9,0.25473,140,245,2099,21924,3392,15003,647,3795,29.77502,88.64395,918,1643,28756,73130,0,119333,301276,2239,58.6142,8757,83,5.22,1.82,100,NA
2025-2026,May,11,GUJARAT,1110,MAHESANA,265999,280.278789630915,17,9,2.90286,286,334,3587,31131,1617,4049,45,82,24.01341,114.16986,1782,2144,27323,43619,0,116023,177737,3873,87.25359,10725,71,22.06,28.71,100,NA
2025-2026,May,11,GUJARAT,1111,GANDHINAGAR,60754,284.736763442066,18,2,0,71,186,2292,26763,394,510,0,12,18.0401,94.2442,1440,1550,12898,17888,0,45286,61393,2363,76.2041,7518,72,27.92,28.21,100.17,NA
2025-2026,May,11,GUJARAT,1114,PANCH MAHALS,997488,258.678406613871,19,84,0,1542,104,50656,491331,13231,9211,52884,47237,382.33488,1653.302082,25182,33705,139920,261407,0,371223,639251,52198,1270.967202,219031,67,38.75,36.92,100,NA
2025-2026,May,11,GUJARAT,1118,VALSAD,382555,275.887707809726,12,3,0,935,36,5694,86738,744,1237,71600,104179,24.40135,263.70083,6830,8068,52600,116909,0,232886,485799,6629,239.29948,51354,90,22.81,48.62,100,NA
2025-2026,May,11,GUJARAT,1119,DANG,414471,308.863989552141,25,72,0,61,7,5246,334614,567,94,319627,57949,35.90991,1069.41206,13293,20155,31945,59578,0,53818,98485,5307,1033.50215,157638,83,92.5,96.97,100,NA
2025-2026,May,11,GUJARAT,1126,TAPI,346297,237.426331225876,15,218,0,310,102,7550,144566,1281,1726,137065,184335,22.29511,365.53286,9573,12327,83980,193711,0,211869,438363,7860,343.23775,83167,83,13.46,65.79,100,NA
2025-2026,May,11,GUJARAT,1129,Chhotaudepur,389831,268.153047986651,21,152,0,807,51,11912,436288,5495,2792,358504,114015,48.65491,1218.57448,19837,26577,68195,134396,1,260411,505078,12719,1169.91957,182697,75,37.41,54.07,100,NA
2025-2026,May,11,GUJARAT,1133,MAHISAGAR,348264,238.438229456709,19,295,0,411,33,11306,255351,9055,6216,87706,61542,33.7655,642.6199033,13352,19725,70859,155332,0,178572,372700,11717,608.8544033,111253,89,20.96,44.72,100,NA
2025-2026,May,11,GUJARAT,1101,JAMNAGAR,166477,269.885727267564,18,4,3.14955,34,288,1328,35214,3605,4671,107,171,18.98319,117.1703,1948,2982,17387,32309,1,51242,93759,1362,95.03756,14388,40,28.84,64.9,100,NA
2025-2026,May,11,GUJARAT,1107,KACHCHH,124739,243.777478294456,20,1,0,302,144,5613,119094,5297,4036,231,132,38.27665,328.601,5707,7316,31997,54805,0,99920,158453,5915,290.32435,45711,86,16.42,32.01,100,NA
2025-2026,May,11,GUJARAT,1116,BHARUCH,122982,243.071220848946,14,8,1.39664,129,369,3188,35762,1050,1626,29444,36339,23.86168,112.18545,2424,2970,22054,46963,0,147717,282677,3317,86.92713,18827,47,33.61,53.23,100.33,NA
2025-2026,May,11,GUJARAT,1117,SURAT,339683,296.950690487191,20,14,0,3157,213,10502,194790,1273,1546,185920,147355,59.16708,637.59733,9293,12847,61526,156123,1,195712,425796,13659,578.43025,91563,80,8.48,35.1,100,NA
2025-2026,May,11,GUJARAT,1118,VALSAD,382555,274.002258604852,13,3,0,966,34,5679,92535,749,1237,76334,104214,48.38399,301.93198,7052,8332,52617,116945,0,232888,485806,6645,253.54799,55115,90,23.22,48.2,100,NA
2025-2026,May,11,GUJARAT,1119,DANG,414471,327.471658606133,26,75,0,95,6,5275,357710,637,94,342242,58052,35.90991,1207.30878,13687,20745,31994,59685,0,53822,98492,5370,1171.39887,169160,83,92.64,97.04,100,NA
2025-2026,May,11,GUJARAT,1122,ANAND,162126,291.09184301555,17,3,4.14806,183,127,2038,30933,699,2430,421,570,26.6696,120.8610998,1804,2251,22116,38199,0,60206,92106,2221,90.0434398,14327,82,14.38,14.62,100,NA
2025-2026,May,11,GUJARAT,1131,GIR SOMNATH,138040,247.380643466842,20,8,1.94191,148,195,1896,38075,5166,5634,715,714,20.43037,116.56246,1818,3194,20477,51854,0,52986,119643,2044,94.19018,19939,81,33.18,71.33,100,NA
2025-2026,May,11,GUJARAT,1132,DEVBHUMI DWARKA,65599,255.529452290734,21,1,2.856516,252,120,2073,23224,1110,2213,151,511,14.36434,76.565016,1058,1462,11989,22956,0,51784,101703,2325,59.34416,8488,84,11.72,26.52,100,NA
2025-2026,May,11,GUJARAT,1106,JUNAGADH,171247,243.648026968075,24,10,0.25473,161,235,2143,25215,4075,15021,656,3795,29.77502,91.4656,1042,1869,28795,73272,0,119336,301304,2304,61.43585,10066,83,4.57,3.65,100,NA
2025-2026,May,11,GUJARAT,1112,AHMADABAD,150045,249.864217069609,27,27,0,117,304,2219,59603,1608,2768,142,628,19.03099,167.957559299999,2187,4035,15573,31362,0,82621,159915,2336,148.926569299999,24734,67,20,86.33,100,NA
2025-2026,May,11,GUJARAT,1113,KHEDA,105000,278.922215496994,17,2,3.83728,488,145,11664,96651,1574,1508,159,351,27.41647,300.8348605,5434,6334,35315,71000,0,180991,339946,12152,269.5811105,31435,90,3.72,4.31,100,NA
2025-2026,May,11,GUJARAT,1125,NAVSARI  ,351385,257.429525974532,11,29,2.12035,993,46,5633,166721,1182,755,86330,69466,43.96454,475.27397,14829,15977,61213,96219,0,142324,209863,6626,429.18908,130658,81,64.53,71.38,100.01,NA
2025-2026,May,11,GUJARAT,1130,ARVALLI,1010704,217.235968640344,16,225,0.55461,151,83,7213,392989,13044,6843,103424,46226,47.13103,901.3991008,24149,34182,74518,153597,0,157527,310463,7364,853.7134608,197129,70,55.55,66.3,100,NA
2025-2026,May,11,GUJARAT,1104,BHAVNAGAR,194603,254.859905769147,27,33,0,260,266,2153,160457,3860,3009,688,346,38.57418,447.514739,5756,11723,29665,71909,1,105280,237224,2413,408.940559,79130,70,58.65,83.98,100,NA
2025-2026,May,11,GUJARAT,1105,AMRELI,205715,250.842087382816,26,9,1.72644,229,375,2164,46508,9016,10139,408,224,20.37566,138.763738,1769,3637,19868,57290,1,118566,307333,2393,116.661638,22948,59,74.17,74.77,100,NA
2025-2026,May,11,GUJARAT,1106,JUNAGADH,171247,243.759693327477,24,10,0.25473,143,238,2147,25043,3991,15015,656,3795,29.77502,91.07449,1036,1858,28793,73261,0,119334,301289,2290,61.04474,9978,83,4.61,3.67,100,NA
2025-2026,May,11,GUJARAT,1111,GANDHINAGAR,60754,264.441475517923,19,2,0,104,186,2290,28817,394,510,0,12,18.0401,94.2442,1489,1600,12903,17893,0,45309,61428,2394,76.2041,8406,72,31.78,33.16,100.17,NA
2025-2026,May,11,GUJARAT,1117,SURAT,339683,291.147249488852,21,14,0,3326,213,10400,206398,1435,1546,196940,147388,59.16708,660.08918,9611,13278,61543,156156,2,195716,425795,13726,600.9221,96924,80,8.88,35.4,100,NA
2025-2026,May,11,GUJARAT,1125,NAVSARI  ,351385,240.168455278196,10,27,2.12035,959,51,5628,153471,1140,755,75795,69339,43.96454,414.67382,14314,15380,61138,96079,0,142282,209795,6587,368.58893,122155,81,67.66,73.79,100.01,NA
2025-2026,May,11,GUJARAT,1126,TAPI,346297,213.855464573889,16,244,0,313,94,7586,167433,1524,1726,158726,184691,29.88605,387.95067,10271,13316,84139,194078,0,211874,438402,7899,358.06462,96664,83,14.18,68.07,100,NA
2025-2026,May,11,GUJARAT,1129,Chhotaudepur,389831,275.39679412297,23,157,0,849,45,11950,486232,5840,2795,401807,114351,48.65491,1387.72225,20646,27734,68385,134770,1,260467,505195,12799,1339.06734,202107,75,36.99,52.6,100,NA
2025-2026,May,11,GUJARAT,1133,MAHISAGAR,348264,244.109340193552,20,307,0,437,31,11542,277445,9952,6223,92652,61638,33.7655,711.0346589,13765,20399,71039,155775,0,178586,372751,11979,677.2691589,120346,89,20.09,41.73,100,NA
2025-2026,May,11,GUJARAT,1101,JAMNAGAR,166477,265.940749324063,14,4,3.14955,34,298,1319,25890,3026,4662,70,171,10.16797,82.16958,1738,2694,17365,32263,1,51204,93701,1353,68.85206,10401,40,35.26,61.76,100,NA
2025-2026,May,11,GUJARAT,1106,JUNAGADH,171247,269.250034785029,23,9,0.25473,127,248,2073,21561,3197,15003,613,3795,12.84355,71.15128,902,1618,28757,73130,0,119324,301243,2200,58.053,8613,82,5.31,1.84,100,NA
2025-2026,May,11,GUJARAT,1107,KACHCHH,124739,248.985896446971,19,1,0,286,155,5585,105009,4989,4031,217,132,17.11784,278.57544,5447,6980,31897,54656,0,99912,158438,5871,261.4576,41040,86,17.13,34.7,100,NA
2025-2026,May,11,GUJARAT,1114,PANCH MAHALS,997488,282.944330711207,18,84,0,1534,108,50402,432982,11246,9201,42431,47167,342.0685,1567.166522,23630,31567,139777,261118,0,371210,639210,51936,1225.098022,193818,67,36.68,33.94,100,NA
2025-2026,May,11,GUJARAT,1116,BHARUCH,122982,247.007020650833,13,7,1.39664,129,372,3180,31621,928,1626,26343,36330,23.86168,103.36441,2353,2881,22046,46947,0,147714,282668,3309,78.10609,16822,47,30.85,51.77,100.25,NA
2025-2026,May,11,GUJARAT,1119,DANG,414471,331.556738039266,21,72,0,61,7,5136,283302,538,94,273058,57811,35.90991,975.21678,12944,19560,31873,59440,0,53816,98475,5197,939.30687,134041,83,92.22,97.25,100,NA
2025-2026,May,11,GUJARAT,1123,DOHAD,3060232,320.352144949639,15,157,0,621,211,53753,182284,1061,5582,128027,414676,77.10713,661.0578339,12121,14409,293589,614708,0,632027,1337545,54374,583.9507039,80729,76,66.73,62.33,100,NA
2025-2026,May,11,GUJARAT,1124,NARMADA,764681,245.021445362537,14,646,1.94385,444,5,11088,568328,13241,3556,503557,169345,21.11606,1415.58539,40484,59166,89618,185954,0,123005,239797,11532,1392.52548,314365,84,35.09,77.65,100.01,NA
2025-2026,May,11,GUJARAT,1131,GIR SOMNATH,138040,228.862627614089,20,6,1.94191,146,197,1885,34381,4381,5620,715,714,11.25328,91.88045,1679,2946,20446,51771,0,52953,119477,2031,78.68526,18384,81,32.2,74.53,100,NA
2025-2026,May,11,GUJARAT,1108,BANAS KANTHA,463189,228.465347356965,17,268,7.42677,419,285,6403,279338,60866,32605,25634,17032,69.57519,715.192492,16008,20517,73012,134636,0,239674,404724,6822,638.190532,147543,71,34.14,75.72,100.02,NA
2025-2026,May,11,GUJARAT,1116,BHARUCH,122982,247.007020650833,13,7,1.39664,129,372,3180,31621,928,1626,26343,36329,23.86168,103.36441,2353,2881,22046,46946,0,147713,282658,3309,78.10609,16822,47,30.85,51.77,100.25,NA
2025-2026,May,11,GUJARAT,1126,TAPI,346297,249.003944966585,14,207,0,310,107,7502,132574,1270,1726,125757,184040,22.29511,352.4096,9131,11737,83860,193400,0,211866,438313,7812,330.11449,76468,83,13.43,64.96,100,NA
2020-2021,Nov,11,GUJARAT,1101,JAMNAGAR,374082,184.3686093795,42,26,131.051923414,602,2,2181,409702,62788,6385,2154,335,56.66088,943.074683414,9643,18477,23214,54117,156,48500,113099,2783,755.36188,176749,74,82.05,84.37,100.01,NA
2020-2021,Nov,11,GUJARAT,1117,SURAT,937683,206.659933047736,23,93,523.199739699,3734,128,3575,937683,9887,2180,877733,163481,109.24473,2570.259529699,39381,52265,76590,175771,55,178705,386308,7309,1937.81506,422165,74,87.66,82.96,100,NA
2020-2021,Nov,11,GUJARAT,1120,PATAN,860478,160.04450154449,37,403,325.470051534,2277,34,1621,860478,104449,14479,20889,2874,92.4471,1795.064877534,23253,41342,49899,130905,157,210915,501557,3898,1377.147726,366585,89,74.11,74.32,100,NA
2020-2021,Nov,11,GUJARAT,1122,ANAND,530831,156.875641999375,28,57,27.058894795,655,7,1117,543770,42664,5553,10139,1373,80.62357,960.725143295001,19388,30210,42199,83053,84,200726,369833,1772,853.042678500001,264112,81,88.22,82.01,100.06,NA
2020-2021,Nov,11,GUJARAT,1129,Chhotaudepur,1727383,212.410747036255,40,600,563.186542631999,5948,0,8711,1727038,33222,4497,1407565,180763,190.69361,4422.294470032,42393,66071,97870,214299,487,212596,459571,14659,3668.4143174,677796,64,67.1,63.84,99.98,NA
2023-2024,May,11,GUJARAT,1102,RAJKOT,88182,121.333773671016,32,47,0,276,141,2599,155570,12926,3305,369,151,2.28576,191.0447117,4779,8917,17381,45095,2,106766,306152,2875,188.7589517,77228,63,11.16,54.48,99.77,NA
2023-2024,May,11,GUJARAT,1107,KACHCHH,381789,133.267810204152,29,18,0,327,218,4687,260933,17269,5152,176,181,21.4105,369.1501952,8833,12382,43537,73470,14,85894,151061,5014,347.7396952,133898,78,4.95,67.39,99.94,NA
2023-2024,May,11,GUJARAT,1114,PANCH MAHALS,750768,157.36726045308,29,104,0,1849,71,59787,1033284,37267,9763,147676,49263,67.11217,1693.1628935,34709,46417,137077,257803,15,262677,514441,61636,1626.0507235,454304,67,15.63,34.29,100.07,NA
2023-2024,May,11,GUJARAT,1115,VADODARA,79931,172.943974316473,25,6,0,86,297,4771,57313,5084,2984,15653,8911,10.90995,110.02933,2220,2813,20550,38545,0,124683,241212,4857,99.11938,20993,65,16.41,1.15,100.14,NA
2023-2024,May,11,GUJARAT,1118,VALSAD,465266,153.1439559101,21,2,0,708,15,15199,402269,2947,1243,356795,116136,14.36743,630.41809,18347,23581,59926,130020,3,219796,460799,15907,616.05066,232706,87,33.99,11.58,100,NA
2023-2024,May,11,GUJARAT,1122,ANAND,136189,159.898711284303,26,37,0.014608,305,21,4595,242505,13666,3834,3782,832,6.85033,394.6273078,9290,13644,30352,51989,33,56601,359333,4900,387.7623698,130014,73,41.09,31.45,100,NA
2023-2024,May,11,GUJARAT,1129,Chhotaudepur,378886,162.110477674466,34,254,0,947,22,19901,782960,16138,3021,609945,120882,35.54638,1304.806576,22899,31737,73627,142986,52,215432,445805,20848,1269.260196,316235,85,33.7,18.48,103.71,NA
2023-2024,May,11,GUJARAT,1131,GIR SOMNATH,117615,162.537815375372,30,123,0,78,110,2778,269639,36699,6346,2773,816,15.82458,454.08992,8955,18492,25001,57687,25,44962,121382,2856,438.26534,152141,70,6.75,63.46,99.98,NA
2023-2024,May,11,GUJARAT,1133,MAHISAGAR,552311,111.959101769985,30,574,0,1443,45,8798,779611,23891,7067,325959,66238,35.87809,908.723562899996,25922,40694,79584,170151,41,157100,343473,10241,872.845472899996,343159,71,11.97,47.36,100,NA
2020-2021,Oct,11,GUJARAT,1103,SURENDRANAGAR,857474,180.750967454523,41,45,517.640299134,1938,111,1298,867586,49181,6587,6963,1312,66.92976,2152.740147634,20835,39054,54672,115165,545,107752,233405,3236,1568.1700885,346225,56,64.17,80.67,101.22,NA
2020-2021,Oct,11,GUJARAT,1104,BHAVNAGAR,1836469,196.017890555171,39,474,24.97550718,245,268,1280,1827652,55200,5877,7292,723,80.11848,3687.6188842694,46423,122233,56146,162274,356,96257,269359,1525,3582.5248970894,861333,43,87.51,93.82,100.07,NA
2020-2021,Oct,11,GUJARAT,1115,VADODARA,370121,190.442912481833,36,20,68.058635689,788,173,2367,370186,20272,3287,59354,8323,43.72346,816.775095689,10153,14626,23326,43151,147,113566,225573,3155,704.993,148441,18,33.22,59.29,100,NA
2020-2021,Oct,11,GUJARAT,1124,NARMADA,1565704,198.901648070133,25,820,2777.05952958801,6190,8,2296,1565704,24275,4460,1460756,186204,100.76963,5992.04021948802,61923,100399,85549,204443,153,120504,279686,8486,3114.2110599,807189,50,77.87,82.63,100.4,NA
2020-2021,Oct,11,GUJARAT,1129,Chhotaudepur,1671186,209.275848988623,39,594,397.250016667,5635,0,8840,1670841,32692,4497,1359609,180652,166.16959,4060.086294667,41810,65112,97756,214188,460,211090,457978,14475,3496.666688,657220,64,67.65,64.33,99.98,NA
2019-2020,Dec,11,GUJARAT,1105,AMRELI,626581,171.651707152477,49,75,77.740015506,746,212,1098,681638,114665,13884,3397,328,54.76205,1302.545329106,13812,34520,28586,89271,337,101284,281486,1844,1170.0432636,344759,59,88.45,91.48,124.18,NA
2019-2020,Dec,11,GUJARAT,1107,KACHCHH,1060950,153.646405281034,58,75,1225.743675928,1486,2,1669,2064217,85893,5141,2305,219,94.86014,4492.199033628,35149,54051,48966,92674,2575,71753,136970,3155,3171.5952177,994112,41,77.7,78.52,102.66,NA
2019-2020,Dec,11,GUJARAT,1112,AHMADABAD,477135,175.948223242492,45,119,138.595860945,1894,116,2511,376371,28043,4716,5837,1756,50.59881,851.412758244999,8336,16375,22404,53495,215,121378,294519,4405,662.218087299999,165123,83,63.17,63.97,100.15,NA
2019-2020,Dec,11,GUJARAT,1124,NARMADA,1359523,161.239016413888,27,668,1069.038413966,6225,6,3165,1443290,33036,4382,1319462,192942,71.5235,3467.708513966,53333,85310,81890,210976,169,123506,306993,9390,2327.1466,732553,24,46.42,49.51,101.64,NA
2019-2020,Dec,11,GUJARAT,1126,TAPI,1448080,193.270606583897,20,467,1377.568814744,1336,16,2203,568083,6776,2521,529871,223537,97.34695,2572.853224744,27722,36201,100482,237311,44,186653,414132,3539,1097.93746,303713,35,33.16,33.85,101.16,NA
2019-2020,Dec,11,GUJARAT,1131,GIR SOMNATH,337462,196.918007000955,35,169,52.862947904,539,190,1113,219970,25550,6686,2567,1121,46.18268,532.206167904,6238,12938,19705,64394,13,43534,131473,1652,433.16054,133339,53,91.54,82.18,102.8,NA
2021-2022,Sep,11,GUJARAT,1110,MAHESANA,744385,207.386835923276,42,19,239.699924871,961,10,1048,491581,32161,5141,1452,58,35.68968,1294.863886771,11542,15279,31910,52576,73,95787,160497,2009,1019.4742819,179748,73,78.25,77.31,100,NA
2021-2022,Sep,11,GUJARAT,1114,PANCH MAHALS,2516181,204.414593596055,45,197,11963.4849866971,9321,23,45649,2944841,104874,10319,527382,50696,177.48375,18160.6534988971,64202,91762,129768,258682,910,263703,498818,54970,6019.68476219999,1216364,76,39.91,32.08,100.74,NA
2021-2022,Sep,11,GUJARAT,1115,VADODARA,519987,194.693207024745,44,35,86.480712452,1024,13,3850,348881,20518,3024,57637,7961,34.29796,800.026280052,7883,11019,20305,38572,186,124746,238231,4874,679.2476076,135326,43,45.05,72.43,100.01,NA
2021-2022,Sep,11,GUJARAT,1120,PATAN,1105496,170.570584216193,44,333,430.896863056,702,9,2613,879623,98729,13562,16765,2802,70.10548,2001.380433056,19562,33897,49615,131104,571,217903,513435,3315,1500.37809,373426,88,86.88,83.96,99.99,NA
2021-2022,Sep,11,GUJARAT,1122,ANAND,928317,182.39222459362,30,23,142.204029643,464,1,2056,378586,26211,5452,5906,1274,39.72689,872.442347043002,12356,18304,34442,74344,60,202896,374767,2520,690.511427400002,197236,72,81,74.57,100.4,NA
2021-2022,Sep,11,GUJARAT,1123,DOHAD,4953321,207.123878577284,49,4286,18506.753670585,16914,3,61165,7472918,58482,6457,4582196,446909,217.89681,34202.848085085,151890,243306,290169,675213,1508,531329,1241321,78079,15478.1976045,3481267,42,79.26,72.21,99.67,NA
2021-2022,Sep,11,GUJARAT,1127,Morbi,156469,179.605259954984,47,4,62.406810557,126,3,892,107961,11916,1421,191,57,14.14593,270.456375257,2286,4493,6188,15280,201,35703,86916,1018,193.9036347,50707,54,68.39,63.14,100,NA
2018-2019,Feb,11,GUJARAT,1102,RAJKOT,574034,133.149712067251,47,60,111.320452711,1269,163,2330,394224,33761,3281,2473,282,53.92174,690.150313611,8360,17789,17479,52088,337,113203,336854,3599,524.9081209,183136,69,76.55,50.36,100.4,NA
2018-2019,Feb,11,GUJARAT,1111,GANDHINAGAR,459745,175.477782673383,44,28,664.503362379,2643,84,966,487966,14568,1137,301,46,35.37831,1556.153589379,10907,15919,19659,30247,129,41498,73189,3609,856.271917,203799,75,69.82,47.35,115.45,NA
2018-2019,Feb,11,GUJARAT,1113,KHEDA,776945,182.474285446131,31,181,1412.8216397,8844,23,4225,596673,10655,2652,3651,610,81.18294,2582.7793729,18692,24890,54185,117858,53,113379,273706,13069,1088.7747932,168403,72,74.78,39.74,105.68,NA
2018-2019,Feb,11,GUJARAT,1117,SURAT,1490362,185.761479093466,38,139,1922.582330637,6110,39,3848,1387174,16520,2061,1243217,157878,161.63287,4661.050140637,35695,45619,75281,170748,321,174267,380497,9958,2576.83494,581612,71,81.7,60.21,105.56,NA
2018-2019,Feb,11,GUJARAT,1123,DOHAD,2732847,167.550114232169,41,2663,2349.956387053,12048,14,36324,3342754,40264,4600,1996435,251027,222.18877,8172.93330255338,79866,147229,135372,390165,332,382854,1018888,48372,5600.78814550038,1502167,68,89.39,47.79,124.02,NA
2018-2019,Feb,11,GUJARAT,1126,TAPI,2124027,168.793163947456,33,931,2226.682211089,2475,8,2730,2054579,39902,2753,1872547,231118,141.70432,5836.375430989,62238,105743,102822,245859,665,184474,414345,5205,3467.9888999,1009531,40,66.01,47.13,112.13,NA
2018-2019,Feb,11,GUJARAT,1127,Morbi,254720,151.729974125025,56,16,75.197224426,553,156,650,177005,18868,1206,792,50,25.23398,369.000845126,3150,6747,5102,13905,343,30994,80431,1203,268.5696407,81760,73,71.18,51.21,101.63,NA
2018-2019,Feb,11,GUJARAT,1132,DEVBHUMI DWARKA,512070,114.053429295052,51,97,109.331229926,731,23,1338,770724,78379,4812,21774,1309,50.12335,1038.491732326,15027,27641,26109,59456,1452,45749,107715,2069,879.037152399997,318225,32,78.43,83.07,120.74,NA
2018-2019,Feb,11,GUJARAT,1133,MAHISAGAR,1207822,150.794914339597,39,428,1001.447007286,6638,12,7269,1293830,56520,6432,429675,58490,85.58776,3038.064607486,32494,55121,59071,143913,164,120658,298015,13907,1951.0298402,493357,70,85.04,51.18,103.49,NA
2018-2019,May,11,GUJARAT,1102,RAJKOT,242187,67.5066363014011,30,31,34.4018013,124,354,2756,109555,12043,3253,726,282,9.28966,117.6483567,3579,7345,16864,50871,1,112157,334867,2880,73.9568954,54307,70,96.7,63.27,100.24,NA
2018-2019,May,11,GUJARAT,1106,JUNAGADH,379090,77.8811433479431,33,336,82.454884606,248,247,1555,395855,133578,24628,29091,5388,15.31165,406.062934606,11750,25793,29783,90650,21,95498,274732,1803,308.2964,188543,52,94.77,91.18,104.58,NA
2018-2019,May,11,GUJARAT,1107,KACHCHH,202900,73.9777825053641,29,17,81.839969465,83,366,2459,164519,6952,4239,170,188,10.23245,213.779927465,5614,8124,24270,50407,9,41074,86858,2542,121.707508,82791,42,85.97,68.45,107.98,NA
2018-2019,May,11,GUJARAT,1110,MAHESANA,168983,108.266942590648,26,18,408.033344747,420,217,3096,177114,17574,5857,30,65,14.016072,613.805329447,6735,8463,31445,56023,6,73853,140462,3516,191.7559127,59139,68,81.3,59.16,100.06,NA
